,fips,county_name,school,school_date,school_url,work,work_date,work_url,shelter,shelter_date,shelter_url,shelter_enforcement,shelter_enforcement_date,shelter_enforcement_url,event,event_date,event_url,testing,testing_date,testing_url,transport,transport_date,transport_url,work_2,work_2_date,work_2_url,shelter_2,shelter_2_date,shelter_2_url
189,8039,"Elbert County, Colorado",True,03/16/2020,https://www.denverpost.com/2020/03/11/colorado-schools-closed-coronavirus/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/13/2020,https://durangoherald.com/articles/318114,True,05/05/2020,https://www.elbertcounty-co.gov/public_health_and_environment_-_covid_19.php,False,07/27/2020,N/A,False,04/27/2020,https://www.elbertcounty-co.gov/10%20-%20Press%20Release/04212020%20Reopening%20Guidance%20EC%20BOH.pdf,False,04/27/2020,https://www.elbertcounty-co.gov/10%20-%20Press%20Release/04212020%20Reopening%20Guidance%20EC%20BOH.pdf
190,8041,"El Paso County, Colorado",True,03/16/2020,https://www.kktv.com/content/news/Pikes-Peak-area-schools-announce-closures-over-coronavirus-concerns-568755061.html,True,03/24/2020,https://www.kktv.com/content/news/Governor-Polis-orders-non-critical-workplaces-to-reduce-staff-by-half-569014611.html,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/19/2020,https://www.cpr.org/2020/03/18/polis-closes-all-of-colorados-schools-until-at-least-april-17/,True,04/04/2020,https://www.koaa.com/news/coronavirus/colorado-springs-test-site-expands-to-provide-testing-for-those-over-65,False,07/26/2020,N/A,False,04/27/2020,https://coloradosun.com/2020/04/20/colorado-safer-at-home-period/,False,04/27/2020,https://coloradosun.com/2020/04/20/colorado-safer-at-home-period/
191,8043,"Fremont County, Colorado",True,03/16/2020,https://www.chieftain.com/news/20200314/fremont-co-districts-extend-spring-break-for-coronavirus,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/13/2020,https://coloradosun.com/2020/03/13/community-spread-colorado-coronavirus/,True,03/30/2020,https://www.canoncitydailyrecord.com/2020/03/30/fremont-county-department-of-public-health-environment-46-people-tested-for-covid-19-at-testing-site/,False,07/27/2020,N/A,False,04/27/2020,https://coloradosun.com/2020/04/20/colorado-safer-at-home-period/,False,04/27/2020,https://coloradosun.com/2020/04/20/colorado-safer-at-home-period/
192,8045,"Garfield County, Colorado",True,03/16/2020,https://www.postindependent.com/news/roaring-fork-schools-cancel-school-for-next-week-amid-heightened-covid-19-concerns/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/20/2020,https://covid19.colorado.gov/state-health-department-sending-testing-resources,False,07/27/2020,N/A,False,04/26/2020,https://drive.google.com/file/d/1DxCYidCyYRK3XuQzEflnQ51ZnWCtuVOP/view,False,04/26/2020,https://drive.google.com/file/d/1DxCYidCyYRK3XuQzEflnQ51ZnWCtuVOP/view
193,8059,"Jefferson County, Colorado",True,03/16/2020,https://www.jeffcopublicschools.org/services/health_services/coronavirus/covid_19_news/School_Buildings_Closed_3_16___3_20,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.cpr.org/2020/03/25/colorado-coronavirus-updates-closures-testing-cases-and-more-10/,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/18/2020,https://www.jeffco.us/CivicAlerts.aspx?AID=1140,True,03/31/2020,https://kdvr.com/news/coronavirus/stride-expands-covid-19-testing-to-jefferson-county/,False,07/26/2020,N/A,False,04/27/2020,https://www.denverpost.com/2020/04/25/colorado-counties-stay-home-orders-coronavirus-covid/,False,04/26/2020,https://coloradosun.com/2020/04/20/colorado-safer-at-home-period/
194,8067,"La Plata County, Colorado",True,03/16/2020,https://the-journal.com/articles/171064,True,03/25/2020,https://durangoherald.com/articles/319255,True,03/25/2020,https://durangoherald.com/articles/319255,True,03/26/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/19/2020,https://www.cpr.org/2020/03/19/colorado-coronavirus-updates-closures-testing-cases-and-more-5/,True,03/20/2020,https://the-journal.com/articles/171786,False,07/27/2020,N/A,False,04/26/2020,https://drive.google.com/file/d/1DxCYidCyYRK3XuQzEflnQ51ZnWCtuVOP/view,False,04/26/2020,https://drive.google.com/file/d/1DxCYidCyYRK3XuQzEflnQ51ZnWCtuVOP/view
195,8069,"Larimer County, Colorado",True,03/16/2020,https://www.coloradoan.com/story/news/2020/03/13/coronavirus-colorado-poudre-school-district-extends-spring-break/5042179002/,True,03/17/2020,https://www.larimer.org/health/communicable-disease/coronavirus-covid-19/businesses-and-employers/required-business-closures,True,03/25/2020,https://www.larimer.org/health/stay-at-home-order,True,03/25/2020,https://www.coloradoan.com/story/news/2020/03/25/coronavirus-colorado-what-does-larimer-stay-home-order-mean-can-do-business-restaurant-covid/5083297002/,True,03/15/2020,https://www.larimer.org/sites/default/files/uploads/2020/sixth-amended-order-stay-at-home-exteneded.pdf,True,04/21/2020,https://www.larimer.org/spotlights/2020/04/21/larimer-county-open-limited-covid-19-community-testing,False,07/27/2020,N/A,False,06/05/2020,https://drive.google.com/file/d/12bRFEqXa7GvzNEPIK1lQVsnz4LeRgleA/view,False,06/05/2020,https://drive.google.com/file/d/12bRFEqXa7GvzNEPIK1lQVsnz4LeRgleA/view
196,8075,"Logan County, Colorado",True,03/18/2020,https://www.cpr.org/2020/03/18/polis-closes-all-of-colorados-schools-until-at-least-april-17/,True,03/16/2020,https://coloradosun.com/2020/03/16/colorado-governor-restaurants-bars-closed/,True,03/25/2020,https://www.denverpost.com/2020/03/25/faq-colorado-stay-at-home-order-coronavirus/,False,07/27/2020,N/A,True,03/25/2020,https://www.denverpost.com/2020/03/25/faq-colorado-stay-at-home-order-coronavirus/,True,05/28/2020,https://www.paris-express.com/news/20200527/logan-county-health-unit-now-testing-for-covid-19,False,07/27/2020,N/A,False,04/27/2020,https://www.cpr.org/2020/05/04/colorado-covid-19-update-stay-home-safer-at-home-orders-change-rules/,False,04/27/2020,https://www.cpr.org/2020/05/04/colorado-covid-19-update-stay-home-safer-at-home-orders-change-rules/
197,8077,"Mesa County, Colorado",True,03/16/2020,https://www.nbc11news.com/content/news/Mesa-County-Valley-School-District-51-announced-closure-until-April-10-568840531.html,True,03/25/2020,https://health.mesacounty.us/stay-at-home-order-for-all-colorado-residents-effective-6-am-on-3-26-2020/,True,03/25/2020,https://health.mesacounty.us/stay-at-home-order-for-all-colorado-residents-effective-6-am-on-3-26-2020/,False,07/27/2020,N/A,True,03/13/2020,https://www.cpr.org/2020/03/13/coronavirus-cases-grow-dramatically-in-colorado/,True,05/13/2020,https://health.mesacounty.us/is-it-covid-19-if-youre-feeling-sick-get-tested/,False,07/27/2020,N/A,False,04/30/2020,https://health.mesacounty.us/mesa-county-safer-at-home-plan/,False,04/30/2020,https://health.mesacounty.us/mesa-county-safer-at-home-plan/
198,8083,"Montezuma County, Colorado",True,03/16/2020,"https://www.cortez.k12.co.us/parents-students/update-center#:~:text=Governor%20Polis%20has%20not%20yet,16th%20to%20March%2027th%2C%202020.",True,03/25/2020,http://montezumacounty.org/web/wp-content/uploads/2020/03/D-2020-017-Ordering-Coloradans-to-Stay-at-Home.pdf,True,03/25/2020,http://montezumacounty.org/web/wp-content/uploads/2020/03/D-2020-017-Ordering-Coloradans-to-Stay-at-Home.pdf,True,03/25/2020,https://www.denverpost.com/2020/03/25/colorado-coronavirus-quarantine-stay-home-order-enforcement/,True,03/25/2020,http://montezumacounty.org/web/wp-content/uploads/2020/03/D-2020-017-Ordering-Coloradans-to-Stay-at-Home.pdf,True,06/01/2020,https://the-journal.com/articles/177389,False,07/27/2020,N/A,False,04/26/2020,https://the-journal.com/articles/174586,True,07/27/2020,https://www.newsbreak.com/news/1566616931973/colorado-officials-deny-montezuma-countys-request-to-reopen-businesses
